x cos(x) sin(x) tan(x)
5.656565656565657 0.810014403075603 -0.586409981847235 -0.7239500675798505
5.757575757575758 0.865018266697566 -0.5017403693939113 -0.5800344209023894
5.858585858585858 0.9112038155344026 -0.4119558308308628 -0.45210064291627117
5.959595959595959 0.9481002170917641 -0.31797166281061867 -0.33537769222960007
6.0606060606060606 0.9753313358637337 -0.22074597455506334 -0.22632921391741728
6.161616161616162 0.9926195677967009 -0.12126992053716677 -0.12217159974626265
6.262626262626262 0.9997886702873213 -0.020557596287260064 -0.020561941636478218
6.363636363636363 0.9967655588645231 0.08036429967028173 0.08062507673502448
6.4646464646464645 0.983581052239521 0.18046693235991093 0.18347947222956848
6.565656565656566 0.9603695581285238 0.27872981867755725 0.2902318345249502
6.666666666666667 0.9273677030509753 0.37415123057121996 0.40345510129400497
6.767676767676767 0.8849119200716687 0.4657584070256517 0.5263330693838207
6.8686868686868685 0.8334350190781794 0.5526174707464059 0.6630600563888331
6.96969696969697 0.7734617745574747 0.6338429484489058 0.8194883952882484
7.070707070707071 0.7056035758515253 0.7086067976992182 1.004256245221077
7.171717171717171 0.6305521944291881 0.7761468482835805 1.2309002413133983
7.2727272727272725 0.5490727317130796 0.8357745720522589 1.5221563989249365
7.373737373737374 0.4619958193539013 0.8868821020290788 1.9196756006783322
7.474747474747475 0.3702091514654802 0.9289484292312513 2.5092530142866285
7.575757575757575 0.2746484351440477 0.9615447140268235 3.5010019755711057
7.6767676767676765 0.17628785152548898 0.9843386578838236 5.58370102855046
7.777777777777778 0.07613012462407193 0.9970978909438748 13.097284364993643
7.878787878787879 -0.02480370080544784 0.9996923408861117 -40.304160606006874
7.979797979797979 -0.12548466817409182 0.9920955589323228 -7.906109753232434
8.080808080808081 -0.22488639862108173 0.9743849894755358 -4.33278755607318
8.181818181818182 -0.3219955542979381 0.9467411805833543 -2.9402305961881314
8.282828282828282 -0.41582216870771727 0.9094459434244625 -2.1871030740155537
8.383838383838384 -0.5054097387880672 0.8628794793817836 -1.7072870052937656
8.484848484848484 -0.5898449758557073 0.8075165041395626 -1.369031757824286
8.585858585858587 -0.6682671160076287 0.7439214082568444 -1.113209658887887
8.686868686868687 -0.7398766950653171 0.6727425035622647 -0.9092630002393498
8.787878787878787 -0.80394369860703 0.5947054140244975 -0.7397351519203724
8.88888888888889 -0.859815004003662 0.510605678474283 -0.5938552782827552
8.98989898989899 -0.9069210385913591 0.4213006405886069 -0.46453949424635266
9.09090909090909 -0.9447815861050266 0.32770070881349983 -0.34685340361520445
9.191919191919192 -0.973010682179788 0.23076007532505177 -0.23716088584771888
9.292929292929292 -0.9913205490138658 0.13146698864295842 -0.1326180404247018
9.393939393939394 -0.9995245290814802 0.03083367906114098 -0.030848346552811268
9.494949494949495 -0.9975389879884077 -0.07011396040064677 0.07028693739784089
9.595959595959595 -0.9853841670717991 -0.1703468323280965 0.17287352285586738
9.696969696969697 -0.9631839770525324 -0.26884312591038406 0.27911918420100673
9.797979797979798 -0.9311647348436916 -0.3645987336558887 0.3915512690856913
9.8989898989899 -0.8896528563926016 -0.45663748763377376 0.5132760316033435
10.0 -0.8390715290764524 -0.5440211108893698 0.6483608274590866
